2201,22,Robert Almer ,Austria Vienna,GK
2202,22,Heinz Lindner ,Eintracht Frankfurt,GK
2203,22,Ramazan Ozcan ,Ingolstadt,GK
2204,22,Aleksandar Dragovic ,Dynamo Kiev,CB
2205,22,Christian Fuchs ,Leicester,LB
2206,22,Gyoergy Garics ,Darmstadt,RB
2207,22,Martin Hinteregger ,Borussia Monchengladbach,CB
2208,22,Florian Klein ,Stuttgart,RB
2209,22,Sebastian Prodl ,Watford,CB
2210,22,Markus Suttner ,Ingolstadt,LB
2211,22,Kevin Wimmer ,Tottenham,CB
2212,22,David Alaba ,Bayern Munich,CM
2213,22,Marko Arnautovic ,Stoke,LM
2214,22,Julian Baumgartlinger ,Mainz,CDM
2215,22,Martin Harnik ,Stuttgart,RM
2216,22,Stefan Ilsanker ,RB Leipzig,CDM
2217,22,Jakob Jantscher ,Luzern,LM
2218,22,Zlatko Junuzovic ,Werder Bremen,CAM
2219,22,Marcel Sabitzer ,RB Leipzig,ST
2220,22,Alessandro Schoepf ,Schalke,RM
2221,22,Lukas Hinterseer ,Ingolstadt,ST
2222,22,Rubin Okotie ,1860 Munich,ST
2223,22,Marc Janko ,FC Basel,ST
